Rank,Player Name,Nationality,Club,Stat,Player Link
Omari Hutchinson,Transfer In,https://www.itfc.co.uk/news/2024/june/30/omari-is-back/,Chelsea
Ben Johnson,Transfer In,https://www.itfc.co.uk/news/2024/july/01/town-sign-ben-johnson/,West Ham
Jacob Greaves,Transfer In,https://www.itfc.co.uk/news/2024/july/12/greaves-becomes-third-signing/,Hull City
Liam Delap,Transfer In,https://www.itfc.co.uk/news/2024/july/13/liam-delap-joins-town/,Manchester City
Arijanet Muric,Transfer In,https://www.itfc.co.uk/news/2024/july/17/town-sign-keeper-muric/,Burnley
Conor Townsend,Transfer In,https://www.itfc.co.uk/news/2024/august/01/conor-townsend-joins-ipswich-town/,West Brom
Elkan Baggott,Loan Out,https://www.itfc.co.uk/news/2024/august/05/loan-move-for-elkan/,Blackpool
